Price,Close,High,Low,Open,Volume
Ticker,TSLA,TSLA,TSLA,TSLA,TSLA
Datetime,,,,,
2025-10-20 13:30:00+00:00,442.2748107910156,445.8598937988281,441.110107421875,443.7875061035156,4867595
2025-10-20 13:35:00+00:00,443.4949951171875,445.8299865722656,442.1330871582031,442.25,1917482
2025-10-20 13:40:00+00:00,444.7340087890625,445.32000732421875,442.6499938964844,443.6108093261719,1450339
2025-10-20 13:45:00+00:00,446.5799865722656,446.79998779296875,443.79998779296875,444.7099914550781,1675267
2025-10-20 13:50:00+00:00,448.45001220703125,448.7799987792969,446.0,446.68499755859375,2161811
2025-10-20 13:55:00+00:00,447.9549865722656,448.92999267578125,446.8999938964844,448.4599914550781,1408706
2025-10-20 14:00:00+00:00,449.20001220703125,449.79998779296875,447.3146057128906,448.0,1368546
2025-10-20 14:05:00+00:00,448.63800048828125,449.3599853515625,447.1600036621094,449.2300109863281,1858679
2025-10-20 14:10:00+00:00,448.33990478515625,448.9800109863281,447.6499938964844,448.6499938964844,1027982
2025-10-20 14:15:00+00:00,445.7449951171875,448.42999267578125,445.5101013183594,448.3299865722656,1177966
2025-10-20 14:20:00+00:00,445.3970031738281,446.32989501953125,444.44000244140625,445.70001220703125,1416527
2025-10-20 14:25:00+00:00,445.4800109863281,445.94879150390625,444.94000244140625,445.3999938964844,883143
2025-10-20 14:30:00+00:00,443.5799865722656,445.7298889160156,443.04998779296875,445.4100036621094,1188837
2025-10-20 14:35:00+00:00,443.5899963378906,444.19989013671875,442.7337951660156,443.56500244140625,898113
2025-10-20 14:40:00+00:00,443.42999267578125,444.1050109863281,442.67999267578125,443.6300048828125,784512
2025-10-20 14:45:00+00:00,443.6300048828125,444.010009765625,442.79998779296875,443.45001220703125,664374
2025-10-20 14:50:00+00:00,443.9200134277344,444.2398986816406,443.2699890136719,443.7099914550781,559049
2025-10-20 14:55:00+00:00,443.4649963378906,444.20001220703125,442.8699951171875,443.9599914550781,724268
2025-10-20 15:00:00+00:00,443.7200927734375,443.8699035644531,441.79998779296875,443.57000732421875,980996
2025-10-20 15:05:00+00:00,443.9798889160156,444.1300048828125,443.6099853515625,443.79730224609375,550951
2025-10-20 15:10:00+00:00,442.2799987792969,444.0791015625,442.0899963378906,443.92999267578125,687236
2025-10-20 15:15:00+00:00,441.9700012207031,442.42999267578125,440.6099853515625,442.32000732421875,1037680
2025-10-20 15:20:00+00:00,442.2980041503906,443.1700134277344,441.92999267578125,441.9750061035156,640825
2025-10-20 15:25:00+00:00,443.03009033203125,443.1000061035156,441.6600036621094,442.2799987792969,616317
2025-10-20 15:30:00+00:00,443.42999267578125,443.45001220703125,442.4800109863281,443.05999755859375,535715
2025-10-20 15:35:00+00:00,444.1600036621094,444.3699951171875,443.35009765625,443.3800048828125,670212
2025-10-20 15:40:00+00:00,443.8555908203125,444.55999755859375,443.5820007324219,444.19000244140625,500619
2025-10-20 15:45:00+00:00,443.9812927246094,444.25,443.1600036621094,443.8500061035156,498929
2025-10-20 15:50:00+00:00,443.3380126953125,444.349609375,441.9100036621094,444.0,722641
2025-10-20 15:55:00+00:00,444.1600036621094,444.2298889160156,442.8999938964844,443.3299865722656,563095
2025-10-20 16:00:00+00:00,446.3688049316406,446.7992858886719,444.0754089355469,444.18499755859375,1593132
2025-10-20 16:05:00+00:00,445.2699890136719,447.2499084472656,445.2200012207031,446.3399963378906,851888
2025-10-20 16:10:00+00:00,444.7073059082031,445.82000732421875,444.66009521484375,445.20001220703125,643396
2025-10-20 16:15:00+00:00,444.9100036621094,444.9700012207031,443.6099853515625,444.6557922363281,703947
2025-10-20 16:20:00+00:00,443.8399963378906,444.8500061035156,443.7301025390625,444.7650146484375,423802
2025-10-20 16:25:00+00:00,444.1600036621094,444.389892578125,443.67999267578125,443.8399963378906,342073
2025-10-20 16:30:00+00:00,444.0799865722656,444.29998779296875,443.6099853515625,444.1679992675781,298354
2025-10-20 16:35:00+00:00,444.4786071777344,444.7099914550781,443.6600036621094,444.05499267578125,343307
2025-10-20 16:40:00+00:00,444.29998779296875,445.1499938964844,444.04998779296875,444.5,452052
2025-10-20 16:45:00+00:00,444.1300048828125,444.4700012207031,443.05999755859375,444.31500244140625,458892
2025-10-20 16:50:00+00:00,443.7200012207031,444.0799865722656,443.6300048828125,444.0799865722656,232186
2025-10-20 16:55:00+00:00,443.79010009765625,444.2998962402344,443.4800109863281,443.69500732421875,355220
2025-10-20 17:00:00+00:00,443.95001220703125,444.539794921875,443.7200012207031,443.7900085449219,391129
2025-10-20 17:05:00+00:00,442.5400085449219,444.0,442.3599853515625,443.9700012207031,693859
2025-10-20 17:10:00+00:00,442.43499755859375,443.0,442.2799987792969,442.6116027832031,405650
2025-10-20 17:15:00+00:00,443.135986328125,443.57000732421875,441.9100036621094,442.48199462890625,669719
2025-10-20 17:20:00+00:00,443.14349365234375,443.3599853515625,442.70001220703125,443.1700134277344,390316
2025-10-20 17:25:00+00:00,443.2513122558594,443.4200134277344,442.9200134277344,443.114990234375,224123
2025-10-20 17:30:00+00:00,443.5375061035156,443.8699951171875,443.1300964355469,443.2178955078125,327785
2025-10-20 17:35:00+00:00,443.6700134277344,443.8384094238281,443.44000244140625,443.5199890136719,219650
2025-10-20 17:40:00+00:00,443.739990234375,443.8999938964844,443.42010498046875,443.69000244140625,299560
2025-10-20 17:45:00+00:00,443.82659912109375,444.2699890136719,443.30999755859375,443.739990234375,466673
2025-10-20 17:50:00+00:00,443.2149963378906,444.1099853515625,442.79998779296875,443.8599853515625,479656
2025-10-20 17:55:00+00:00,443.5899963378906,443.5899963378906,442.52081298828125,443.2200012207031,507663
2025-10-20 18:00:00+00:00,443.4100036621094,444.0400085449219,443.20001220703125,443.59161376953125,377573
2025-10-20 18:05:00+00:00,444.5,444.6600036621094,443.1199951171875,443.3699951171875,555112
2025-10-20 18:10:00+00:00,445.0320129394531,445.159912109375,444.3030090332031,444.4949951171875,546912
2025-10-20 18:15:00+00:00,444.8999938964844,445.20001220703125,444.5899963378906,445.05999755859375,412117
2025-10-20 18:20:00+00:00,445.1600036621094,445.6300048828125,444.72900390625,444.9320068359375,474631
2025-10-20 18:25:00+00:00,444.4714050292969,445.19989013671875,444.340087890625,445.1449890136719,497006
2025-10-20 18:30:00+00:00,444.6401062011719,444.70001220703125,443.9599914550781,444.4844970703125,404235
2025-10-20 18:35:00+00:00,444.4700012207031,444.8999938964844,444.29998779296875,444.67010498046875,341441
2025-10-20 18:40:00+00:00,445.05029296875,445.1300048828125,444.29998779296875,444.3999938964844,339258
2025-10-20 18:45:00+00:00,446.04400634765625,446.19000244140625,444.68011474609375,445.010009765625,647496
2025-10-20 18:50:00+00:00,446.1510925292969,446.3999938964844,445.6600036621094,446.04010009765625,539272
2025-10-20 18:55:00+00:00,446.3900146484375,446.69989013671875,446.1199951171875,446.159912109375,522570
2025-10-20 19:00:00+00:00,446.3800048828125,446.8999938964844,446.0199890136719,446.36248779296875,564123
2025-10-20 19:05:00+00:00,446.3550109863281,446.6499938964844,445.61419677734375,446.4580078125,566298
2025-10-20 19:10:00+00:00,445.4949951171875,446.3699951171875,445.4100036621094,446.3699951171875,461350
2025-10-20 19:15:00+00:00,445.56500244140625,445.69000244140625,444.9909973144531,445.4849853515625,499546
2025-10-20 19:20:00+00:00,445.6698913574219,446.1199951171875,445.45001220703125,445.5389099121094,468572
2025-10-20 19:25:00+00:00,446.57000732421875,446.7200012207031,445.631103515625,445.6499938964844,521942
2025-10-20 19:30:00+00:00,446.9595031738281,447.1600036621094,446.3500061035156,446.5799865722656,637777
2025-10-20 19:35:00+00:00,447.2532043457031,447.3893127441406,446.6199951171875,446.9419860839844,589196
2025-10-20 19:40:00+00:00,446.6700134277344,447.5899963378906,446.5299987792969,447.2544860839844,675304
2025-10-20 19:45:00+00:00,447.0849914550781,447.0849914550781,446.5,446.7200012207031,539808
2025-10-20 19:50:00+00:00,447.7200012207031,447.95001220703125,446.55999755859375,447.1099853515625,979306
2025-10-20 19:55:00+00:00,447.3500061035156,447.9779968261719,447.10009765625,447.7200012207031,1603272
2025-10-21 13:30:00+00:00,444.70001220703125,447.1698913574219,444.42999267578125,445.7550048828125,3534882
2025-10-21 13:35:00+00:00,446.6050109863281,447.489990234375,444.44000244140625,444.75,1500063
2025-10-21 13:40:00+00:00,443.9952087402344,448.75,443.6000061035156,446.57330322265625,2056994
2025-10-21 13:45:00+00:00,443.5050048828125,444.6000061035156,442.54998779296875,443.94000244140625,1409969
2025-10-21 13:50:00+00:00,444.010009765625,444.67999267578125,443.3900146484375,443.5,953787
2025-10-21 13:55:00+00:00,443.0400085449219,444.3800048828125,442.1199951171875,443.9949951171875,1084575
2025-10-21 14:00:00+00:00,443.24249267578125,443.6199951171875,442.04998779296875,443.05999755859375,959388
2025-10-21 14:05:00+00:00,443.5199890136719,444.30999755859375,443.0,443.260009765625,884765
2025-10-21 14:10:00+00:00,444.4599914550781,444.7300109863281,443.1499938964844,443.5299987792969,924138
2025-10-21 14:15:00+00:00,446.1499938964844,446.4898986816406,444.43011474609375,444.4779968261719,1250210
2025-10-21 14:20:00+00:00,446.16351318359375,446.6000061035156,445.45001220703125,446.1000061035156,1046264
2025-10-21 14:25:00+00:00,444.75,446.6499938964844,444.6400146484375,446.1532897949219,910669
2025-10-21 14:30:00+00:00,444.62109375,445.29998779296875,443.9599914550781,444.70001220703125,863276
2025-10-21 14:35:00+00:00,445.0400085449219,445.489990234375,444.35009765625,444.635009765625,617571
2025-10-21 14:40:00+00:00,445.2449951171875,445.760009765625,444.8800048828125,444.9599914550781,600848
2025-10-21 14:45:00+00:00,443.9784851074219,445.30999755859375,443.8999938964844,445.25750732421875,662287
