Price,Close,High,Low,Open,Volume
Ticker,AMD,AMD,AMD,AMD,AMD
Datetime,,,,,
2025-10-20 13:30:00+00:00,236.97500610351562,237.39990234375,235.5800018310547,236.44000244140625,4816180
2025-10-20 13:32:00+00:00,237.07000732421875,237.99000549316406,236.88009643554688,236.97500610351562,769565
2025-10-20 13:34:00+00:00,237.38499450683594,237.5,236.1999969482422,237.0,440027
2025-10-20 13:36:00+00:00,236.2949981689453,237.58990478515625,236.00999450683594,237.30999755859375,431392
2025-10-20 13:38:00+00:00,237.61000061035156,238.16000366210938,236.2971954345703,236.2971954345703,939706
2025-10-20 13:40:00+00:00,236.3386993408203,237.8800048828125,236.00999450683594,237.69000244140625,506786
2025-10-20 13:42:00+00:00,235.1300048828125,236.49130249023438,234.77999877929688,236.38999938964844,785234
2025-10-20 13:44:00+00:00,234.8800048828125,235.19900512695312,234.5500030517578,235.048095703125,213451
2025-10-20 13:46:00+00:00,235.63949584960938,235.69000244140625,234.41000366210938,234.8800048828125,2576752
2025-10-20 13:48:00+00:00,236.66600036621094,236.83999633789062,235.63999938964844,235.64999389648438,534626
2025-10-20 13:50:00+00:00,236.31399536132812,236.92999267578125,236.00010681152344,236.69000244140625,448711
2025-10-20 13:52:00+00:00,236.61489868164062,236.89999389648438,235.69400024414062,236.30670166015625,486090
2025-10-20 13:54:00+00:00,237.02000427246094,237.61000061035156,236.32000732421875,236.5,473108
2025-10-20 13:56:00+00:00,237.6024932861328,237.8699951171875,236.67999267578125,237.1199951171875,505113
2025-10-20 13:58:00+00:00,239.23500061035156,239.25,237.5301055908203,237.62600708007812,1081049
2025-10-20 14:00:00+00:00,239.92579650878906,240.39999389648438,239.0500030517578,239.27000427246094,1111156
2025-10-20 14:02:00+00:00,239.49000549316406,240.25,238.8000030517578,239.83450317382812,792921
2025-10-20 14:04:00+00:00,239.7454071044922,240.08999633789062,239.41000366210938,239.41009521484375,720233
2025-10-20 14:06:00+00:00,240.52000427246094,240.7899932861328,239.3000030517578,239.77000427246094,781118
2025-10-20 14:08:00+00:00,239.19000244140625,240.58999633789062,238.69009399414062,240.52000427246094,665923
2025-10-20 14:10:00+00:00,239.9199981689453,239.92999267578125,239.00999450683594,239.19000244140625,486160
2025-10-20 14:12:00+00:00,239.60000610351562,240.07000732421875,239.50999450683594,239.91000366210938,335639
2025-10-20 14:14:00+00:00,238.98159790039062,239.73809814453125,238.7100067138672,239.58599853515625,510826
2025-10-20 14:16:00+00:00,238.8699951171875,239.14999389648438,238.52999877929688,238.9499969482422,408759
2025-10-20 14:18:00+00:00,239.14999389648438,239.30999755859375,238.6999969482422,238.97059631347656,278382
2025-10-20 14:20:00+00:00,238.81399536132812,239.39990234375,238.3699951171875,239.13999938964844,334612
2025-10-20 14:22:00+00:00,238.85000610351562,239.239501953125,238.5718994140625,238.8249969482422,223485
2025-10-20 14:24:00+00:00,239.12989807128906,239.27000427246094,238.6199951171875,238.8300018310547,219076
2025-10-20 14:26:00+00:00,239.60000610351562,239.75,238.85000610351562,239.05999755859375,378308
2025-10-20 14:28:00+00:00,239.9600067138672,239.99000549316406,239.39999389648438,239.63909912109375,302958
2025-10-20 14:30:00+00:00,240.67779541015625,240.7899932861328,239.89999389648438,239.9600067138672,726049
2025-10-20 14:32:00+00:00,241.60000610351562,241.72999572753906,240.7100067138672,240.7366943359375,873275
2025-10-20 14:34:00+00:00,242.17970275878906,242.17970275878906,241.25999450683594,241.5800018310547,674573
2025-10-20 14:36:00+00:00,241.8000030517578,242.3000030517578,241.44000244140625,242.17120361328125,626260
2025-10-20 14:38:00+00:00,242.07000732421875,242.14990234375,241.1999969482422,241.76499938964844,539563
2025-10-20 14:40:00+00:00,242.71499633789062,242.85000610351562,242.0200958251953,242.0800018310547,701122
