Datetime,Ticker,Open,High,Low,Close,Volume
1970-01-01 00:00:00.000000002,PLTR,,,,,
1970-01-01 00:00:00.000000003,PLTR,173.22000122070312,175.74000549316406,172.24000549316406,175.27999877929688,2541739.0
1970-01-01 00:00:00.000000004,PLTR,175.1300048828125,175.8800048828125,174.8000030517578,175.63999938964844,344036.0
1970-01-01 00:00:00.000000005,PLTR,175.57029724121094,175.77749633789062,174.5399932861328,175.31500244140625,294883.0
1970-01-01 00:00:00.000000006,PLTR,175.29249572753906,175.4199981689453,174.0,174.1699981689453,272683.0
1970-01-01 00:00:00.000000007,PLTR,174.0,175.3000030517578,174.0,174.77999877929688,273233.0
1970-01-01 00:00:00.000000008,PLTR,174.77999877929688,174.87899780273438,173.1199951171875,173.47999572753906,356375.0
1970-01-01 00:00:00.000000009,PLTR,173.5050048828125,173.67999267578125,171.8800048828125,172.0500030517578,447912.0
1970-01-01 00:00:00.000000010,PLTR,172.02000427246094,172.0625,170.6699981689453,170.72000122070312,497361.0
1970-01-01 00:00:00.000000011,PLTR,170.697998046875,171.4499969482422,170.5,171.1199951171875,575215.0
1970-01-01 00:00:00.000000012,PLTR,171.16000366210938,171.77000427246094,171.02000427246094,171.17030334472656,308228.0
1970-01-01 00:00:00.000000013,PLTR,171.1699981689453,172.37989807128906,171.093505859375,172.27000427246094,332325.0
1970-01-01 00:00:00.000000014,PLTR,172.25999450683594,172.58990478515625,171.83009338378906,172.54989624023438,221726.0
1970-01-01 00:00:00.000000015,PLTR,172.5050048828125,172.99000549316406,172.3300018310547,172.4250030517578,242834.0
1970-01-01 00:00:00.000000016,PLTR,172.45010375976562,173.1199951171875,172.3000030517578,173.03599548339844,256403.0
1970-01-01 00:00:00.000000017,PLTR,173.0800018310547,173.2100067138672,172.42999267578125,172.76910400390625,199795.0
1970-01-01 00:00:00.000000018,PLTR,172.75999450683594,172.9499969482422,172.00999450683594,172.74000549316406,163043.0
1970-01-01 00:00:00.000000019,PLTR,172.72999572753906,173.07000732421875,171.82000732421875,172.0507049560547,252498.0
1970-01-01 00:00:00.000000020,PLTR,172.11880493164062,172.389892578125,171.88999938964844,172.05999755859375,197279.0
1970-01-01 00:00:00.000000021,PLTR,172.0500030517578,172.7899932861328,171.7899932861328,172.75999450683594,186520.0
1970-01-01 00:00:00.000000022,PLTR,172.72999572753906,172.9304962158203,171.86000061035156,171.8699951171875,158547.0
1970-01-01 00:00:00.000000023,PLTR,171.85000610351562,172.44000244140625,171.8209991455078,172.05999755859375,218056.0
1970-01-01 00:00:00.000000024,PLTR,172.03500366210938,172.2198944091797,171.1999969482422,171.68499755859375,252432.0
1970-01-01 00:00:00.000000025,PLTR,171.75,172.5,171.5738983154297,172.36500549316406,213657.0
1970-01-01 00:00:00.000000026,PLTR,172.375,172.6999969482422,171.72000122070312,172.0449981689453,229893.0
1970-01-01 00:00:00.000000027,PLTR,172.0449981689453,172.6199951171875,171.83009338378906,172.46499633789062,132401.0
1970-01-01 00:00:00.000000028,PLTR,172.45150756835938,173.2799072265625,172.3000030517578,173.0970001220703,189748.0
1970-01-01 00:00:00.000000029,PLTR,173.11000061035156,173.16000366210938,172.51170349121094,173.0399932861328,179216.0
1970-01-01 00:00:00.000000030,PLTR,173.0449981689453,173.9199981689453,172.7801055908203,173.81129455566406,293703.0
1970-01-01 00:00:00.000000031,PLTR,173.80499267578125,174.07989501953125,173.69000244140625,174.00999450683594,199304.0
1970-01-01 00:00:00.000000032,PLTR,173.98089599609375,173.99000549316406,173.14999389648438,173.331298828125,206976.0
1970-01-01 00:00:00.000000033,PLTR,173.3699951171875,173.57000732421875,172.25,172.44000244140625,259662.0
1970-01-01 00:00:00.000000034,PLTR,172.44000244140625,172.52000427246094,171.8800048828125,172.17999267578125,210319.0
1970-01-01 00:00:00.000000035,PLTR,172.14999389648438,172.4499969482422,171.80999755859375,172.20799255371094,202576.0
1970-01-01 00:00:00.000000036,PLTR,172.16000366210938,172.1999969482422,171.57000732421875,171.6699981689453,204126.0
1970-01-01 00:00:00.000000037,PLTR,171.6699981689453,171.76089477539062,171.3300018310547,171.5500030517578,184825.0
1970-01-01 00:00:00.000000038,PLTR,171.5500030517578,172.08999633789062,171.5500030517578,171.87989807128906,142717.0
1970-01-01 00:00:00.000000039,PLTR,171.8112030029297,171.82009887695312,171.3000030517578,171.3300018310547,177031.0
1970-01-01 00:00:00.000000040,PLTR,171.42999267578125,171.42999267578125,170.82000732421875,171.11749267578125,211629.0
1970-01-01 00:00:00.000000041,PLTR,171.0301055908203,171.2100067138672,170.63070678710938,171.08949279785156,206896.0
1970-01-01 00:00:00.000000042,PLTR,171.11990356445312,171.9499969482422,170.83999633789062,171.90499877929688,211619.0
1970-01-01 00:00:00.000000043,PLTR,171.89999389648438,172.5500030517578,171.66090393066406,172.4149932861328,192782.0
1970-01-01 00:00:00.000000044,PLTR,172.39610290527344,172.85000610351562,172.16009521484375,172.85000610351562,200702.0
