Datetime,Ticker,Open,High,Low,Close,Volume
1970-01-01 00:00:00.000000002,NFLX,,,,,
1970-01-01 00:00:00.000000003,NFLX,120.7874984741211,121.6230010986328,120.69000244140624,121.531005859375,456884.0
1970-01-01 00:00:00.000000004,NFLX,121.65550231933594,121.8560028076172,121.4041976928711,121.6989974975586,91407.0
1970-01-01 00:00:00.000000005,NFLX,121.68800354003906,121.8979949951172,121.3189926147461,121.4949951171875,59429.0
1970-01-01 00:00:00.000000006,NFLX,121.41300201416016,122.01200103759766,121.01499938964844,121.9272232055664,91712.0
1970-01-01 00:00:00.000000007,NFLX,121.95999908447266,122.34749603271484,121.88600158691406,122.24200439453124,62558.0
1970-01-01 00:00:00.000000008,NFLX,122.2519989013672,122.39100646972656,121.9540023803711,122.34049987792967,52813.0
1970-01-01 00:00:00.000000009,NFLX,122.3344955444336,122.4609832763672,121.75,122.4609832763672,57304.0
1970-01-01 00:00:00.000000010,NFLX,122.3219985961914,122.5810089111328,122.3219985961914,122.43917083740234,55539.0
1970-01-01 00:00:00.000000011,NFLX,122.4290008544922,122.5989990234375,122.2729949951172,122.53900146484376,65457.0
1970-01-01 00:00:00.000000012,NFLX,122.51700592041016,122.6240005493164,122.38459777832033,122.5139617919922,46533.0
1970-01-01 00:00:00.000000013,NFLX,122.4939956665039,122.55799865722656,122.37200927734376,122.406005859375,30868.0
1970-01-01 00:00:00.000000014,NFLX,122.42149353027344,122.50550842285156,122.3560028076172,122.4749984741211,44945.0
1970-01-01 00:00:00.000000015,NFLX,122.53399658203124,122.68798828125,122.4499969482422,122.48600006103516,35119.0
1970-01-01 00:00:00.000000016,NFLX,122.4520034790039,122.4520034790039,122.35400390625,122.4310073852539,28562.0
1970-01-01 00:00:00.000000017,NFLX,122.468994140625,122.52750396728516,122.3530044555664,122.51823425292967,35788.0
1970-01-01 00:00:00.000000018,NFLX,122.50350189208984,122.5749969482422,122.4560089111328,122.5293960571289,30544.0
1970-01-01 00:00:00.000000019,NFLX,122.48649597167967,122.8919906616211,122.4517059326172,122.84049987792967,76196.0
1970-01-01 00:00:00.000000020,NFLX,122.79549407958984,122.9185028076172,122.58203125,122.88700103759766,33958.0
1970-01-01 00:00:00.000000021,NFLX,122.9499969482422,123.03299713134766,122.61299896240234,122.6645050048828,45661.0
1970-01-01 00:00:00.000000022,NFLX,122.66400146484376,122.8740005493164,122.61800384521484,122.8447723388672,26342.0
1970-01-01 00:00:00.000000023,NFLX,122.8185043334961,122.8458251953125,122.70899963378906,122.79300689697266,24975.0
1970-01-01 00:00:00.000000024,NFLX,122.73101806640624,123.0,122.73101806640624,122.9020004272461,23502.0
1970-01-01 00:00:00.000000025,NFLX,122.94499206542967,123.26399230957033,122.90174865722656,123.20999908447266,38609.0
1970-01-01 00:00:00.000000026,NFLX,123.1999969482422,123.43000793457033,123.1750030517578,123.3936996459961,53169.0
1970-01-01 00:00:00.000000027,NFLX,123.42327880859376,123.5953598022461,123.35001373291016,123.4499969482422,53633.0
1970-01-01 00:00:00.000000028,NFLX,123.44377136230467,123.44377136230467,123.1836395263672,123.35350036621094,59445.0
1970-01-01 00:00:00.000000029,NFLX,123.35350036621094,123.40699768066406,123.15899658203124,123.18499755859376,37048.0
1970-01-01 00:00:00.000000030,NFLX,123.21500396728516,123.35400390625,123.1449966430664,123.26750183105467,19530.0
1970-01-01 00:00:00.000000031,NFLX,123.28900146484376,123.4000015258789,123.25799560546876,123.4000015258789,21445.0
1970-01-01 00:00:00.000000032,NFLX,123.4980010986328,123.5,123.3080062866211,123.3080062866211,25844.0
1970-01-01 00:00:00.000000033,NFLX,123.36149597167967,123.4810028076172,123.30899810791016,123.38399505615234,19464.0
1970-01-01 00:00:00.000000034,NFLX,123.37199401855467,123.4939956665039,123.3520050048828,123.44266510009766,21081.0
1970-01-01 00:00:00.000000035,NFLX,123.36500549316406,123.36500549316406,123.1790008544922,123.29969787597656,15055.0
1970-01-01 00:00:00.000000036,NFLX,123.25699615478516,123.43299865722656,123.25699615478516,123.43299865722656,16538.0
1970-01-01 00:00:00.000000037,NFLX,123.3895034790039,123.46150207519533,123.3550033569336,123.4188003540039,26048.0
1970-01-01 00:00:00.000000038,NFLX,123.43900299072266,123.6500015258789,123.4384994506836,123.552001953125,38077.0
1970-01-01 00:00:00.000000039,NFLX,123.5749969482422,123.6469955444336,123.5,123.58799743652344,26038.0
1970-01-01 00:00:00.000000040,NFLX,123.5999984741211,123.6999969482422,123.58699798583984,123.6999969482422,25547.0
1970-01-01 00:00:00.000000041,NFLX,123.66700744628906,123.7149887084961,123.58699798583984,123.62199401855467,15210.0
1970-01-01 00:00:00.000000042,NFLX,123.63999938964844,123.78199768066406,123.510009765625,123.58799743652344,27474.0
1970-01-01 00:00:00.000000043,NFLX,123.63499450683594,123.67618560791016,123.5500030517578,123.5500030517578,23541.0
1970-01-01 00:00:00.000000044,NFLX,123.5,123.6060028076172,123.48200988769533,123.58357238769533,18261.0
1970-01-01 00:00:00.000000045,NFLX,123.67399597167967,123.83599853515624,123.6439971923828,123.80915832519533,30158.0
1970-01-01 00:00:00.000000046,NFLX,123.8499984741211,123.91300201416016,123.8459930419922,123.91300201416016,15388.0
1970-01-01 00:00:00.000000047,NFLX,123.8979949951172,123.9175033569336,123.81800842285156,123.9175033569336,20146.0
1970-01-01 00:00:00.000000048,NFLX,123.91800689697266,124.02799987792967,123.8499984741211,123.98799896240234,36367.0
1970-01-01 00:00:00.000000049,NFLX,123.98399353027344,124.0919952392578,123.9603500366211,124.0500030517578,36281.0
1970-01-01 00:00:00.000000050,NFLX,124.06500244140624,124.1449966430664,124.01200103759766,124.09957122802734,26617.0
