Datetime,Open,High,Low,Close,Volume
2025-11-24 14:06:00+00:00,272.22,272.273,272.22,272.273,965
2025-11-24 14:08:00+00:00,272.29,272.37,272.24,272.31,5587
2025-11-24 14:09:00+00:00,272.35,272.4699,272.33,272.33,3115
2025-11-24 14:10:00+00:00,272.37,272.46,272.36,272.37,1520
2025-11-24 14:11:00+00:00,272.4425,272.47,272.37,272.47,1292
2025-11-24 14:12:00+00:00,272.4,272.45,272.33,272.33,2831
2025-11-24 14:13:00+00:00,272.38,272.46,272.06,272.06,1759
2025-11-24 14:14:00+00:00,272.34,272.34,272.25,272.25,1127
2025-11-24 14:15:00+00:00,272.3,272.3,272.12,272.3,4810
2025-11-24 14:16:00+00:00,272.22,272.28,272.22,272.28,601
2025-11-24 14:17:00+00:00,272.33,272.4,272.3,272.39,1395
2025-11-24 14:18:00+00:00,272.21,272.26,272.1525,272.26,982
2025-11-24 14:19:00+00:00,272.26,272.26,272.25,272.25,1665
2025-11-24 14:20:00+00:00,272.14,272.2816,272.05,272.14,2022
2025-11-24 14:21:00+00:00,272.05,272.2,272.05,272.2,373
2025-11-24 14:22:00+00:00,272.1,272.1,272.1,272.1,654
2025-11-24 14:23:00+00:00,272.1077,272.1077,271.95,272.02,5215
2025-11-24 14:24:00+00:00,271.8,271.94,271.7,271.7,5651
2025-11-24 14:25:00+00:00,271.7,271.7,271.15,271.5,31181
2025-11-24 14:26:00+00:00,271.5,271.6548,271.5,271.55,21289
2025-11-24 14:27:00+00:00,271.5,271.73,270.75,271.11,20056
2025-11-24 14:28:00+00:00,270.92,271.13,270.83,271.0988,19113
2025-11-24 14:29:00+00:00,270.9,271.13,270.86,271.12,14906
2025-11-24 14:30:00+00:00,271.15,273.6699,270.9,273.21,1197189
2025-11-24 14:31:00+00:00,273.21,274.259,273.17,273.9848,353134
2025-11-24 14:32:00+00:00,273.995,274.82,273.95,274.605,291048
2025-11-24 14:33:00+00:00,274.66,275.135,274.558,275.06,496282
2025-11-24 14:34:00+00:00,275.02,275.42,274.7625,275.05,270134
2025-11-24 14:35:00+00:00,275.05,275.87,275.0474,275.3251,281154
2025-11-24 14:36:00+00:00,275.34,275.92,275.0001,275.5,206149
2025-11-24 14:37:00+00:00,275.5001,275.607,274.79,275.0688,228235
2025-11-24 14:38:00+00:00,275.07,275.53,274.84,274.94,153205
2025-11-24 14:39:00+00:00,274.98,275.4145,274.92,275.07,145577
2025-11-24 14:40:00+00:00,275.13,275.27,274.74,274.8565,175724
2025-11-24 14:41:00+00:00,274.87,275.15,274.57,275.06,128810
2025-11-24 14:42:00+00:00,275.1269,275.1269,274.55,274.8825,93993
2025-11-24 14:43:00+00:00,274.92,275.16,274.71,274.71,145916
2025-11-24 14:44:00+00:00,274.71,274.82,274.3901,274.75,124959
2025-11-24 14:45:00+00:00,274.72,274.745,274.27,274.5,156459
2025-11-24 14:46:00+00:00,274.46,274.54,274.0701,274.095,93795
2025-11-24 14:47:00+00:00,274.1499,274.6092,274.08,274.575,99574
2025-11-24 14:48:00+00:00,274.56,274.58,274.1,274.12,99978
2025-11-24 14:49:00+00:00,274.135,274.21,273.98,274.1456,136783
2025-11-24 14:50:00+00:00,274.16,274.18,273.6222,273.6899,227309
2025-11-24 14:51:00+00:00,273.65,273.9488,273.48,273.8373,223937
2025-11-24 14:52:00+00:00,273.885,274.14,273.75,274.0966,102615
2025-11-24 14:53:00+00:00,274.06,274.0662,273.59,273.68,83824
